assertion_id,subject_id,predicate,object_id,start_year,end_year,who,confidence
f909b01c-4739-4378-bf10-308299417da8,ALB-CN-1870-10112,isSameAs,ALB-CN-1880-31343,1870,1880,70-80,0.968
77a1ff2c-5a6d-4059-be54-a4d0ac998ea9,ALB-CN-1870-10113,isSameAs,ALB-CN-1880-31344,1870,1880,70-80,0.968
2c1a875f-30c3-49cc-bff9-1c00379897de,ALB-CN-1870-10114,isSameAs,ALB-CN-1880-31345,1870,1880,70-80,0.953
fb694832-dc17-4004-92ed-24d3f170820c,ALB-CN-1870-10115,isSameAs,ALB-CN-1880-31346,1870,1880,70-80,0.622
fc656d7d-e142-4f4d-b8b8-d40fd66d7373,ALB-CN-1870-10119,isSameAs,ALB-CN-1880-31007,1870,1880,70-80,0.945
5f6450e8-2212-42e4-91f3-c5060f5983c3,ALB-CN-1870-1012,isSameAs,ALB-CN-1880-19597,1870,1880,70-80,0.98
9f5bb703-1d44-45d3-9fef-487c6ea3217b,ALB-CN-1870-10120,isSameAs,ALB-CN-1880-31008,1870,1880,70-80,0.741
9fb4cbe8-af83-4972-b1cd-f378223a16bb,ALB-CN-1870-10121,isSameAs,ALB-CN-1880-31009,1870,1880,70-80,0.769
fba1cc6d-6173-46ef-b970-4cb0d68f5214,ALB-CN-1870-10122,isSameAs,ALB-CN-1880-31010,1870,1880,70-80,0.886
ed7a1c62-fc18-4dda-b458-bfe4937c94ea,ALB-CN-1870-10125,isSameAs,ALB-CN-1880-32154,1870,1880,70-80,0.891
2f92076d-2dba-4d55-a792-f0a155a5d05c,ALB-CN-1870-10126,isSameAs,ALB-CN-1880-32150,1870,1880,70-80,0.81
1dac844f-3b21-4982-b485-31879319ff60,ALB-CN-1870-10127,isSameAs,ALB-CN-1880-27410,1870,1880,70-80,0.87
9528d409-e5bd-449e-9420-6fc676728c24,ALB-CN-1870-10128,isSameAs,ALB-CN-1880-32152,1870,1880,70-80,0.931
daaa4d14-8a90-4bd9-a617-2b277b0c2fe0,ALB-CN-1870-10129,isSameAs,ALB-CN-1880-27417,1870,1880,70-80,0.622
72e7650f-85d9-42ad-a213-04c36dc6f54b,ALB-CN-1870-1013,isSameAs,ALB-CN-1880-19598,1870,1880,70-80,0.622
5aafc857-8396-4f32-b388-36e72645c3b2,ALB-CN-1870-10134,isSameAs,ALB-CN-1880-19424,1870,1880,70-80,0.858
91cd8603-4027-42f7-8927-49db7d35f6af,ALB-CN-1870-10137,isSameAs,ALB-CN-1880-17844,1870,1880,70-80,0.818
422a376a-9aa3-4e85-bdb1-502aef3900b4,ALB-CN-1870-10145,isSameAs,ALB-CN-1880-30638,1870,1880,70-80,0.646
d38601db-88ef-4dc1-982b-d43539727533,ALB-CN-1870-10152,isSameAs,ALB-CN-1880-6551,1870,1880,70-80,0.622
1228d045-a85a-42ba-a8d6-73bbcc32a9c3,ALB-CN-1870-10156,isSameAs,ALB-CN-1880-758,1870,1880,70-80,0.957
059e2e5a-5831-443c-989f-3c9c8a5ff6e9,ALB-CN-1870-10161,isSameAs,ALB-CN-1880-31596,1870,1880,70-80,0.786
a479c23a-2b00-45d7-a02c-7a636339efb3,ALB-CN-1870-10163,isSameAs,ALB-CN-1880-30995,1870,1880,70-80,0.786
296f7649-0adc-4460-a0b0-25ea2cc2edf8,ALB-CN-1870-10167,isSameAs,ALB-CN-1880-24920,1870,1880,70-80,0.832
f8dd1bf7-709f-4c45-b9e7-fa2ce3f46c64,ALB-CN-1870-10168,isSameAs,ALB-CN-1880-24921,1870,1880,70-80,0.891
086f5532-315f-4a4e-813d-2bbbb6264b8f,ALB-CN-1870-10172,isSameAs,ALB-CN-1880-30317,1870,1880,70-80,0.794
b3aa72a4-ddf4-4d52-b453-3c392a1215ba,ALB-CN-1870-10189,isSameAs,ALB-CN-1880-30475,1870,1880,70-80,0.622
2c6867c7-9569-433c-8ca7-547c455c9bae,ALB-CN-1870-10205,isSameAs,ALB-CN-1880-26988,1870,1880,70-80,0.846
963d2548-fe4f-4313-811f-f981071750b4,ALB-CN-1870-10206,isSameAs,ALB-CN-1880-26989,1870,1880,70-80,0.794
22e9b974-a820-4033-bb14-ea0ad518c338,ALB-CN-1870-10208,isSameAs,ALB-CN-1880-24544,1870,1880,70-80,0.98
fc0ddddd-abc4-4887-b15d-0c20756f2b74,ALB-CN-1870-10209,isSameAs,ALB-CN-1880-24545,1870,1880,70-80,0.786
e731c7df-334f-4349-9475-92e8a5e47aa1,ALB-CN-1870-10210,isSameAs,ALB-CN-1880-24546,1870,1880,70-80,0.98
9ab043cf-76ce-47ca-a44d-6e10b990f528,ALB-CN-1870-10211,isSameAs,ALB-CN-1880-24547,1870,1880,70-80,0.959
7b574651-830b-4517-b688-1fd7b95bd863,ALB-CN-1870-10212,isSameAs,ALB-CN-1880-24548,1870,1880,70-80,0.989
fced51a3-c5b3-40c0-ae55-3e3ba4b50a16,ALB-CN-1870-10213,isSameAs,ALB-CN-1880-24549,1870,1880,70-80,0.99
41417dce-387d-407a-b258-1cf217a6355a,ALB-CN-1870-10222,isSameAs,ALB-CN-1880-30811,1870,1880,70-80,0.75
7c4313b5-34ec-4b85-bac3-126383fb52f2,ALB-CN-1870-10226,isSameAs,ALB-CN-1880-21026,1870,1880,70-80,0.76
5c55209f-a910-4d95-bcbe-8915948e1eba,ALB-CN-1870-10227,isSameAs,ALB-CN-1880-31704,1870,1880,70-80,0.984
1d8eed9f-fb7b-4bda-94be-60bbd2c77057,ALB-CN-1870-10228,isSameAs,ALB-CN-1880-31705,1870,1880,70-80,0.973
9b151daa-0cc0-43dc-89c6-547d590199ca,ALB-CN-1870-1023,isSameAs,ALB-CN-1880-23547,1870,1880,70-80,0.622
e45098c4-4a18-445d-aade-c186adb6048d,ALB-CN-1870-10231,isSameAs,ALB-CN-1880-31706,1870,1880,70-80,0.989
21ad9f8a-4279-4b2c-9fa0-1f7623e36cee,ALB-CN-1870-10233,isSameAs,ALB-CN-1880-31707,1870,1880,70-80,0.989
62e337c2-9f2e-4170-a4a6-ced5dab57031,ALB-CN-1870-10235,isSameAs,ALB-CN-1880-31708,1870,1880,70-80,0.99
9010b714-1c7d-4813-93a8-9fa0c3732139,ALB-CN-1870-10236,isSameAs,ALB-CN-1880-31709,1870,1880,70-80,0.818
0f0e2667-aeb6-4310-a9c6-0910f1478d9f,ALB-CN-1870-10237,isSameAs,ALB-CN-1880-13135,1870,1880,70-80,0.786
27a7d4b5-7de8-43de-a779-339e4d2eb825,ALB-CN-1870-10239,isSameAs,ALB-CN-1880-30052,1870,1880,70-80,0.924
acc1e8c1-61cc-451d-b462-cb2c408f27c9,ALB-CN-1870-1024,isSameAs,ALB-CN-1880-23448,1870,1880,70-80,0.909
f8a6b2a7-f65a-4eda-a780-52afef9cc023,ALB-CN-1870-10240,isSameAs,ALB-CN-1880-30053,1870,1880,70-80,0.646
ea02e131-79aa-45bd-9149-2dd755c9d63f,ALB-CN-1870-10241,isSameAs,ALB-CN-1880-30054,1870,1880,70-80,0.891
fd5f4f63-0f55-44c5-b04d-70f57de80bad,ALB-CN-1870-10242,isSameAs,ALB-CN-1880-30913,1870,1880,70-80,0.945
b0d63ba2-9e48-4433-9d82-7bc83a7c46b1,ALB-CN-1870-10243,isSameAs,ALB-CN-1880-31025,1870,1880,70-80,0.891
7db569df-ff6d-429f-92df-cf8138eb298e,ALB-CN-1870-1025,isSameAs,ALB-CN-1880-23449,1870,1880,70-80,0.818
e291b173-ba47-4977-b197-fcbc3488b69f,ALB-CN-1870-1026,isSameAs,ALB-CN-1880-23451,1870,1880,70-80,0.881
